id,title,context,question,answers,Question,chatgpt_answer
571163172419e314009555e9,Steam_engine,"The steam engine contributed much to the development of thermodynamic theory; however, the only applications of scientific theory that influenced the steam engine were the original concepts of harnessing the power of steam and atmospheric pressure and knowledge of properties of heat and steam. The experimental measurements made by Watt on a model steam engine led to the development of the separate condenser. Watt independently discovered latent heat, which was confirmed by the original discoverer Joseph Black, who also advised Watt on experimental procedures. Watt was also aware of the change in the boiling point of water with pressure. Otherwise, the improvements to the engine itself were more mechanical in nature. The thermodynamic concepts of the Rankine cycle did give engineers the understanding needed to calculate efficiency which aided the development of modern high-pressure and -temperature boilers and the steam turbine.",What was developed from Watt's measurements on a model steam engine?,"{'text': ['condenser', 'separate condenser', 'the separate condenser'], 'answer_start': [401, 392, 388]}","I will provide a passage and a question to you. The answer should be extracted from the context. You need to return me your answer. The passage is 'The steam engine contributed much to the development of thermodynamic theory; however, the only applications of scientific theory that influenced the steam engine were the original concepts of harnessing the power of steam and atmospheric pressure and knowledge of properties of heat and steam. The experimental measurements made by Watt on a model steam engine led to the development of the separate condenser. Watt independently discovered latent heat, which was confirmed by the original discoverer Joseph Black, who also advised Watt on experimental procedures. Watt was also aware of the change in the boiling point of water with pressure. Otherwise, the improvements to the engine itself were more mechanical in nature. The thermodynamic concepts of the Rankine cycle did give engineers the understanding needed to calculate efficiency which aided the development of modern high-pressure and -temperature boilers and the steam turbine.' and the  question is 'What was developed from Watt's measurements on a model steam engine?'. Now, please answer the question. ",Watt's measurements on a model steam engine led to the development of the separate condenser.
5729d36b1d04691400779607,Economic_inequality,"A study by the World Institute for Development Economics Research at United Nations University reports that the richest 1% of adults alone owned 40% of global assets in the year 2000. The three richest people in the world possess more financial assets than the lowest 48 nations combined. The combined wealth of the ""10 million dollar millionaires"" grew to nearly $41 trillion in 2008. A January 2014 report by Oxfam claims that the 85 wealthiest individuals in the world have a combined wealth equal to that of the bottom 50% of the world's population, or about 3.5 billion people. According to a Los Angeles Times analysis of the report, the wealthiest 1% owns 46% of the world's wealth; the 85 richest people, a small part of the wealthiest 1%, own about 0.7% of the human population's wealth, which is the same as the bottom half of the population. More recently, in January 2015, Oxfam reported that the wealthiest 1 percent will own more than half of the global wealth by 2016. An October 2014 study by Credit Suisse also claims that the top 1% now own nearly half of the world's wealth and that the accelerating disparity could trigger a recession. In October 2015, Credit Suisse published a study which shows global inequality continues to increase, and that half of the world's wealth is now in the hands of those in the top percentile, whose assets each exceed $759,900. A 2016 report by Oxfam claims that the 62 wealthiest individuals own as much wealth as the poorer half of the global population combined. Oxfam's claims have however been questioned on the basis of the methodology used: by using net wealth (adding up assets and subtracting debts), the Oxfam report, for instance, finds that there are more poor people in the United States and Western Europe than in China (due to a greater tendency to take on debts).[unreliable source?][unreliable source?] Anthony Shorrocks, the lead author of the Credit Suisse report which is one of the sources of Oxfam's data, considers the criticism about debt to be a ""silly argument"" and ""a non-issue . . . a diversion.""",What percent of the global assets in 2000 were owned by just 1% of adults?,"{'text': ['40%', '40%', '40%', '40'], 'answer_start': [145, 145, 145, 145]}","I will provide a passage and a question to you. The answer should be extracted from the context. You need to return me your answer. The passage is 'A study by the World Institute for Development Economics Research at United Nations University reports that the richest 1% of adults alone owned 40% of global assets in the year 2000. The three richest people in the world possess more financial assets than the lowest 48 nations combined. The combined wealth of the ""10 million dollar millionaires"" grew to nearly $41 trillion in 2008. A January 2014 report by Oxfam claims that the 85 wealthiest individuals in the world have a combined wealth equal to that of the bottom 50% of the world's population, or about 3.5 billion people. According to a Los Angeles Times analysis of the report, the wealthiest 1% owns 46% of the world's wealth; the 85 richest people, a small part of the wealthiest 1%, own about 0.7% of the human population's wealth, which is the same as the bottom half of the population. More recently, in January 2015, Oxfam reported that the wealthiest 1 percent will own more than half of the global wealth by 2016. An October 2014 study by Credit Suisse also claims that the top 1% now own nearly half of the world's wealth and that the accelerating disparity could trigger a recession. In October 2015, Credit Suisse published a study which shows global inequality continues to increase, and that half of the world's wealth is now in the hands of those in the top percentile, whose assets each exceed $759,900. A 2016 report by Oxfam claims that the 62 wealthiest individuals own as much wealth as the poorer half of the global population combined. Oxfam's claims have however been questioned on the basis of the methodology used: by using net wealth (adding up assets and subtracting debts), the Oxfam report, for instance, finds that there are more poor people in the United States and Western Europe than in China (due to a greater tendency to take on debts).[unreliable source?][unreliable source?] Anthony Shorrocks, the lead author of the Credit Suisse report which is one of the sources of Oxfam's data, considers the criticism about debt to be a ""silly argument"" and ""a non-issue . . . a diversion.""' and the  question is 'What percent of the global assets in 2000 were owned by just 1% of adults?'. Now, please answer the question. ","According to the passage, the richest 1% of adults alone owned 40% of global assets in the year 2000."
5729e500af94a219006aa6b5,Amazon_rainforest,"Following the Cretaceous–Paleogene extinction event, the extinction of the dinosaurs and the wetter climate may have allowed the tropical rainforest to spread out across the continent. From 66–34 Mya, the rainforest extended as far south as 45°. Climate fluctuations during the last 34 million years have allowed savanna regions to expand into the tropics. During the Oligocene, for example, the rainforest spanned a relatively narrow band. It expanded again during the Middle Miocene, then retracted to a mostly inland formation at the last glacial maximum. However, the rainforest still managed to thrive during these glacial periods, allowing for the survival and evolution of a broad diversity of species.",What extinction event might have created some conditions allowing the expansion of the amazon rainforest?,"{'text': ['Cretaceous–Paleogene extinction event', 'dinosaurs', 'dinosaurs'], 'answer_start': [14, 75, 75]}","I will provide a passage and a question to you. The answer should be extracted from the context. You need to return me your answer. The passage is 'Following the Cretaceous–Paleogene extinction event, the extinction of the dinosaurs and the wetter climate may have allowed the tropical rainforest to spread out across the continent. From 66–34 Mya, the rainforest extended as far south as 45°. Climate fluctuations during the last 34 million years have allowed savanna regions to expand into the tropics. During the Oligocene, for example, the rainforest spanned a relatively narrow band. It expanded again during the Middle Miocene, then retracted to a mostly inland formation at the last glacial maximum. However, the rainforest still managed to thrive during these glacial periods, allowing for the survival and evolution of a broad diversity of species.' and the  question is 'What extinction event might have created some conditions allowing the expansion of the amazon rainforest?'. Now, please answer the question. ","The extinction event that might have created some conditions allowing the expansion of the Amazon rainforest is the Cretaceous–Paleogene extinction event, which caused the extinction of the dinosaurs and the wetter climate, and allowed the tropical rainforest to spread out across the continent."
5726a00d708984140094cc25,Genghis_Khan,"Before Genghis Khan died, he assigned Ögedei Khan as his successor and split his empire into khanates among his sons and grandsons. He died in 1227 after defeating the Western Xia. He was buried in an unmarked grave somewhere in Mongolia at an unknown location. His descendants extended the Mongol Empire across most of Eurasia by conquering or creating vassal states out of all of modern-day China, Korea, the Caucasus, Central Asia, and substantial portions of modern Eastern Europe, Russia, and Southwest Asia. Many of these invasions repeated the earlier large-scale slaughters of local populations. As a result, Genghis Khan and his empire have a fearsome reputation in local histories.",Who did Genghis Khan assign as his successor?,"{'text': ['Ögedei Khan', 'Ögedei Khan', 'Ögedei Khan'], 'answer_start': [38, 38, 38]}","I will provide a passage and a question to you. The answer should be extracted from the context. You need to return me your answer. The passage is 'Before Genghis Khan died, he assigned Ögedei Khan as his successor and split his empire into khanates among his sons and grandsons. He died in 1227 after defeating the Western Xia. He was buried in an unmarked grave somewhere in Mongolia at an unknown location. His descendants extended the Mongol Empire across most of Eurasia by conquering or creating vassal states out of all of modern-day China, Korea, the Caucasus, Central Asia, and substantial portions of modern Eastern Europe, Russia, and Southwest Asia. Many of these invasions repeated the earlier large-scale slaughters of local populations. As a result, Genghis Khan and his empire have a fearsome reputation in local histories.' and the  question is 'Who did Genghis Khan assign as his successor?'. Now, please answer the question. ",Genghis Khan assigned Ögedei Khan as his successor.
5727500f708984140094dbfd,Private_school,"In the Philippines, the private sector has been a major provider of educational services, accounting for about 7.5% of primary enrollment, 32% of secondary enrollment and about 80% of tertiary enrollment. Private schools have proven to be efficient in resource utilization. Per unit costs in private schools are generally lower when compared to public schools. This situation is more evident at the tertiary level. Government regulations have given private education more flexibility and autonomy in recent years, notably by lifting the moratorium on applications for new courses, new schools and conversions, by liberalizing tuition fee policy for private schools, by replacing values education for third and fourth years with English, mathematics and natural science at the option of the school, and by issuing the revised Manual of Regulations for Private Schools in August 1992.",What percentage of Filipino primary school students are in private schools?,"{'text': ['7.5', '7.5%', '7.5'], 'answer_start': [111, 111, 111]}","I will provide a passage and a question to you. The answer should be extracted from the context. You need to return me your answer. The passage is 'In the Philippines, the private sector has been a major provider of educational services, accounting for about 7.5% of primary enrollment, 32% of secondary enrollment and about 80% of tertiary enrollment. Private schools have proven to be efficient in resource utilization. Per unit costs in private schools are generally lower when compared to public schools. This situation is more evident at the tertiary level. Government regulations have given private education more flexibility and autonomy in recent years, notably by lifting the moratorium on applications for new courses, new schools and conversions, by liberalizing tuition fee policy for private schools, by replacing values education for third and fourth years with English, mathematics and natural science at the option of the school, and by issuing the revised Manual of Regulations for Private Schools in August 1992.' and the  question is 'What percentage of Filipino primary school students are in private schools?'. Now, please answer the question. ","According to the passage, about 7.5% of primary enrollment in the Philippines is accounted for by the private sector."
57266c015951b619008f723a,Geology,"At the beginning of the 20th century, important advancement in geological science was facilitated by the ability to obtain accurate absolute dates to geologic events using radioactive isotopes and other methods. This changed the understanding of geologic time. Previously, geologists could only use fossils and stratigraphic correlation to date sections of rock relative to one another. With isotopic dates it became possible to assign absolute ages to rock units, and these absolute dates could be applied to fossil sequences in which there was datable material, converting the old relative ages into new absolute ages.",Previous to isotopic dating sections of rocks had to be dated using fossils and stratigraphic correlation relative to what? ,"{'text': ['to one another', 'one another', 'one another'], 'answer_start': [371, 374, 374]}","I will provide a passage and a question to you. The answer should be extracted from the context. You need to return me your answer. The passage is 'At the beginning of the 20th century, important advancement in geological science was facilitated by the ability to obtain accurate absolute dates to geologic events using radioactive isotopes and other methods. This changed the understanding of geologic time. Previously, geologists could only use fossils and stratigraphic correlation to date sections of rock relative to one another. With isotopic dates it became possible to assign absolute ages to rock units, and these absolute dates could be applied to fossil sequences in which there was datable material, converting the old relative ages into new absolute ages.' and the  question is 'Previous to isotopic dating sections of rocks had to be dated using fossils and stratigraphic correlation relative to what? '. Now, please answer the question. ","Prior to isotopic dating, sections of rocks had to be dated using fossils and stratigraphic correlation relative to one another."
572669a9dd62a815002e8419,Geology,"The principle of faunal succession is based on the appearance of fossils in sedimentary rocks. As organisms exist at the same time period throughout the world, their presence or (sometimes) absence may be used to provide a relative age of the formations in which they are found. Based on principles laid out by William Smith almost a hundred years before the publication of Charles Darwin's theory of evolution, the principles of succession were developed independently of evolutionary thought. The principle becomes quite complex, however, given the uncertainties of fossilization, the localization of fossil types due to lateral changes in habitat (facies change in sedimentary strata), and that not all fossils may be found globally at the same time.",The presence or absence of what can be used to determine the relative age of the formations in which they are found? ,"{'text': ['organisms', 'organisms', 'organisms', 'organisms'], 'answer_start': [98, 98, 98, 98]}","I will provide a passage and a question to you. The answer should be extracted from the context. You need to return me your answer. The passage is 'The principle of faunal succession is based on the appearance of fossils in sedimentary rocks. As organisms exist at the same time period throughout the world, their presence or (sometimes) absence may be used to provide a relative age of the formations in which they are found. Based on principles laid out by William Smith almost a hundred years before the publication of Charles Darwin's theory of evolution, the principles of succession were developed independently of evolutionary thought. The principle becomes quite complex, however, given the uncertainties of fossilization, the localization of fossil types due to lateral changes in habitat (facies change in sedimentary strata), and that not all fossils may be found globally at the same time.' and the  question is 'The presence or absence of what can be used to determine the relative age of the formations in which they are found? '. Now, please answer the question. ",The presence or absence of fossils can be used to determine the relative age of the formations in which they are found.
5726516a708984140094c227,Black_Death,"It is recognised that an epidemiological account of the plague is as important as an identification of symptoms, but researchers are hampered by the lack of reliable statistics from this period. Most work has been done on the spread of the plague in England, and even estimates of overall population at the start vary by over 100% as no census was undertaken between the time of publication of the Domesday Book and the year 1377. Estimates of plague victims are usually extrapolated from figures from the clergy.",During which years was no census taken?,"{'text': ['between the time of publication of the Domesday Book and the year 1377', '1377', 'between the time of publication of the Domesday Book and the year 1377'], 'answer_start': [359, 425, 359]}","I will provide a passage and a question to you. The answer should be extracted from the context. You need to return me your answer. The passage is 'It is recognised that an epidemiological account of the plague is as important as an identification of symptoms, but researchers are hampered by the lack of reliable statistics from this period. Most work has been done on the spread of the plague in England, and even estimates of overall population at the start vary by over 100% as no census was undertaken between the time of publication of the Domesday Book and the year 1377. Estimates of plague victims are usually extrapolated from figures from the clergy.' and the  question is 'During which years was no census taken?'. Now, please answer the question. ",No census was taken between the time of publication of the Domesday Book and the year 1377.
5726a9ed5951b619008f796c,Genghis_Khan,"Börte had three more sons, Chagatai (1187—1241), Ögedei (1189—1241), and Tolui (1190–1232). Genghis Khan also had many other children with his other wives, but they were excluded from the succession. While the names of sons were documented, daughters were not. The names of at least six daughters are known, and while they played significant roles behind the scenes during his lifetime, no documents have survived that definitively provide the number or names of daughters born to the consorts of Genghis Khan.",Which male child of Ghengis Khan and Börte was born last?,"{'text': ['Tolui', 'Tolui', 'Tolui'], 'answer_start': [73, 73, 73]}","I will provide a passage and a question to you. The answer should be extracted from the context. You need to return me your answer. The passage is 'Börte had three more sons, Chagatai (1187—1241), Ögedei (1189—1241), and Tolui (1190–1232). Genghis Khan also had many other children with his other wives, but they were excluded from the succession. While the names of sons were documented, daughters were not. The names of at least six daughters are known, and while they played significant roles behind the scenes during his lifetime, no documents have survived that definitively provide the number or names of daughters born to the consorts of Genghis Khan.' and the  question is 'Which male child of Ghengis Khan and Börte was born last?'. Now, please answer the question. ",Tolui (1190–1232) was the last male child born to Genghis Khan and Börte.
5726f36cdd62a815002e9601,Pharmacy,"Specialty pharmacies supply high cost injectable, oral, infused, or inhaled medications that are used for chronic and complex disease states such as cancer, hepatitis, and rheumatoid arthritis. Unlike a traditional community pharmacy where prescriptions for any common medication can be brought in and filled, specialty pharmacies carry novel medications that need to be properly stored, administered, carefully monitored, and clinically managed. In addition to supplying these drugs, specialty pharmacies also provide lab monitoring, adherence counseling, and assist patients with cost-containment strategies needed to obtain their expensive specialty drugs. It is currently the fastest growing sector of the pharmaceutical industry with 19 of 28 newly FDA approved medications in 2013 being specialty drugs.",What types of medications do specialty pharmacies stock?,"{'text': ['novel medications that need to be properly stored, administered, carefully monitored, and clinically managed', 'novel medications', 'novel medications that need to be properly stored, administered, carefully monitored, and clinically managed'], 'answer_start': [337, 337, 337]}","I will provide a passage and a question to you. The answer should be extracted from the context. You need to return me your answer. The passage is 'Specialty pharmacies supply high cost injectable, oral, infused, or inhaled medications that are used for chronic and complex disease states such as cancer, hepatitis, and rheumatoid arthritis. Unlike a traditional community pharmacy where prescriptions for any common medication can be brought in and filled, specialty pharmacies carry novel medications that need to be properly stored, administered, carefully monitored, and clinically managed. In addition to supplying these drugs, specialty pharmacies also provide lab monitoring, adherence counseling, and assist patients with cost-containment strategies needed to obtain their expensive specialty drugs. It is currently the fastest growing sector of the pharmaceutical industry with 19 of 28 newly FDA approved medications in 2013 being specialty drugs.' and the  question is 'What types of medications do specialty pharmacies stock?'. Now, please answer the question. ","Specialty pharmacies stock high cost injectable, oral, infused, or inhaled medications that are used for chronic and complex disease states such as cancer, hepatitis, and rheumatoid arthritis."
57297547af94a219006aa45c,Prime_number,"Most early Greeks did not even consider 1 to be a number, so they could not consider it to be a prime. By the Middle Ages and Renaissance many mathematicians included 1 as the first prime number. In the mid-18th century Christian Goldbach listed 1 as the first prime in his famous correspondence with Leonhard Euler -- who did not agree. In the 19th century many mathematicians still considered the number 1 to be a prime. For example, Derrick Norman Lehmer's list of primes up to 10,006,721, reprinted as late as 1956, started with 1 as its first prime. Henri Lebesgue is said to be the last professional mathematician to call 1 prime. By the early 20th century, mathematicians began to accept that 1 is not a prime number, but rather forms its own special category as a ""unit"".",Who included 1 as the first prime number in the mid 18th century?,"{'text': ['Christian Goldbach', 'Christian Goldbach', 'Christian Goldbach', 'mathematicians', 'mathematicians'], 'answer_start': [220, 220, 220, 143, 143]}","I will provide a passage and a question to you. The answer should be extracted from the context. You need to return me your answer. The passage is 'Most early Greeks did not even consider 1 to be a number, so they could not consider it to be a prime. By the Middle Ages and Renaissance many mathematicians included 1 as the first prime number. In the mid-18th century Christian Goldbach listed 1 as the first prime in his famous correspondence with Leonhard Euler -- who did not agree. In the 19th century many mathematicians still considered the number 1 to be a prime. For example, Derrick Norman Lehmer's list of primes up to 10,006,721, reprinted as late as 1956, started with 1 as its first prime. Henri Lebesgue is said to be the last professional mathematician to call 1 prime. By the early 20th century, mathematicians began to accept that 1 is not a prime number, but rather forms its own special category as a ""unit"".' and the  question is 'Who included 1 as the first prime number in the mid 18th century?'. Now, please answer the question. ",Christian Goldbach listed 1 as the first prime number in the mid-18th century in his famous correspondence with Leonhard Euler.
56e1c4fce3433e140042314e,Computational_complexity_theory,"Other important complexity classes include BPP, ZPP and RP, which are defined using probabilistic Turing machines; AC and NC, which are defined using Boolean circuits; and BQP and QMA, which are defined using quantum Turing machines. #P is an important complexity class of counting problems (not decision problems). Classes like IP and AM are defined using Interactive proof systems. ALL is the class of all decision problems.",What are three examples of complexity classes associated with definitions established by probabilistic Turing machines?,"{'text': ['BPP, ZPP and RP', 'BPP, ZPP and RP', 'BPP, ZPP and RP'], 'answer_start': [43, 43, 43]}","I will provide a passage and a question to you. The answer should be extracted from the context. You need to return me your answer. The passage is 'Other important complexity classes include BPP, ZPP and RP, which are defined using probabilistic Turing machines; AC and NC, which are defined using Boolean circuits; and BQP and QMA, which are defined using quantum Turing machines. #P is an important complexity class of counting problems (not decision problems). Classes like IP and AM are defined using Interactive proof systems. ALL is the class of all decision problems.' and the  question is 'What are three examples of complexity classes associated with definitions established by probabilistic Turing machines?'. Now, please answer the question. ","Three examples of complexity classes associated with definitions established by probabilistic Turing machines are BPP, ZPP and RP."
57296d571d04691400779416,Prime_number,"A prime number (or a prime) is a natural number greater than 1 that has no positive divisors other than 1 and itself. A natural number greater than 1 that is not a prime number is called a composite number. For example, 5 is prime because 1 and 5 are its only positive integer factors, whereas 6 is composite because it has the divisors 2 and 3 in addition to 1 and 6. The fundamental theorem of arithmetic establishes the central role of primes in number theory: any integer greater than 1 can be expressed as a product of primes that is unique up to ordering. The uniqueness in this theorem requires excluding 1 as a prime because one can include arbitrarily many instances of 1 in any factorization, e.g., 3, 1 · 3, 1 · 1 · 3, etc. are all valid factorizations of 3.",Any number larger than 1 can be represented as a product of what?,"{'text': ['a product of primes', 'product of primes that is unique up to ordering', 'primes', 'primes', 'primes that is unique up to ordering'], 'answer_start': [511, 513, 524, 524, 524]}","I will provide a passage and a question to you. The answer should be extracted from the context. You need to return me your answer. The passage is 'A prime number (or a prime) is a natural number greater than 1 that has no positive divisors other than 1 and itself. A natural number greater than 1 that is not a prime number is called a composite number. For example, 5 is prime because 1 and 5 are its only positive integer factors, whereas 6 is composite because it has the divisors 2 and 3 in addition to 1 and 6. The fundamental theorem of arithmetic establishes the central role of primes in number theory: any integer greater than 1 can be expressed as a product of primes that is unique up to ordering. The uniqueness in this theorem requires excluding 1 as a prime because one can include arbitrarily many instances of 1 in any factorization, e.g., 3, 1 · 3, 1 · 1 · 3, etc. are all valid factorizations of 3.' and the  question is 'Any number larger than 1 can be represented as a product of what?'. Now, please answer the question. ",Any number larger than 1 can be represented as a product of primes.
5725db98ec44d21400f3d6c5,"Fresno,_California","The neighborhood of Sunnyside is on Fresno's far southeast side, bounded by Chestnut Avenue to the West. Its major thoroughfares are Kings Canyon Avenue and Clovis Avenue. Although parts of Sunnyside are within the City of Fresno, much of the neighborhood is a ""county island"" within Fresno County. Largely developed in the 1950s through the 1970s, it has recently experienced a surge in new home construction. It is also the home of the Sunnyside Country Club, which maintains a golf course designed by William P. Bell.",Where is the neighborhood of Sunnyside located in Fresno?,"{'text': [""Fresno's far southeast side"", 'far southeast side', 'far southeast side'], 'answer_start': [36, 45, 45]}","I will provide a passage and a question to you. The answer should be extracted from the context. You need to return me your answer. The passage is 'The neighborhood of Sunnyside is on Fresno's far southeast side, bounded by Chestnut Avenue to the West. Its major thoroughfares are Kings Canyon Avenue and Clovis Avenue. Although parts of Sunnyside are within the City of Fresno, much of the neighborhood is a ""county island"" within Fresno County. Largely developed in the 1950s through the 1970s, it has recently experienced a surge in new home construction. It is also the home of the Sunnyside Country Club, which maintains a golf course designed by William P. Bell.' and the  question is 'Where is the neighborhood of Sunnyside located in Fresno?'. Now, please answer the question. ","The neighborhood of Sunnyside is located on Fresno's far southeast side, bounded by Chestnut Avenue to the West."
57266a15f1498d1400e8def8,Newcastle_upon_Tyne,"In the Sandgate area, to the east of the city and beside the river, resided the close-knit community of keelmen and their families. They were so called because they worked on the keels, boats that were used to transfer coal from the river banks to the waiting colliers, for export to London and elsewhere. In the 1630s about 7,000 out of 20,000 inhabitants of Newcastle died of plague, more than one-third of the population. Specifically within the year 1636, it is roughly estimated with evidence held by the Society of Antiquaries that 47% of the then population of Newcastle died from the epidemic; this may also have been the most devastating loss in any British City in this period.",How many folks died of plague in Newcastle in the 1630s?,"{'text': ['7,000', '7,000', '7,000'], 'answer_start': [325, 325, 325]}","I will provide a passage and a question to you. The answer should be extracted from the context. You need to return me your answer. The passage is 'In the Sandgate area, to the east of the city and beside the river, resided the close-knit community of keelmen and their families. They were so called because they worked on the keels, boats that were used to transfer coal from the river banks to the waiting colliers, for export to London and elsewhere. In the 1630s about 7,000 out of 20,000 inhabitants of Newcastle died of plague, more than one-third of the population. Specifically within the year 1636, it is roughly estimated with evidence held by the Society of Antiquaries that 47% of the then population of Newcastle died from the epidemic; this may also have been the most devastating loss in any British City in this period.' and the  question is 'How many folks died of plague in Newcastle in the 1630s?'. Now, please answer the question. ","In the 1630s about 7,000 out of 20,000 inhabitants of Newcastle died of plague."
572769e85951b619008f8988,American_Broadcasting_Company,"The most recent episodes of the network's shows are usually made available on WATCH ABC, Hulu and ABC on Demand the day after their original broadcast. In addition, ABC on Demand (like the video-on-demand television services provided by the other U.S. broadcast networks) disallows fast forwarding of accessed content. Restrictions implemented by Disney–ABC Television Group on January 7, 2014 restrict streaming of the most recent episode of any ABC program on Hulu and WATCH ABC until eight days after their initial broadcast, in order to encourage live or same-week (via both DVR and cable on demand) viewing, with day-after-air streaming on either service limited to subscribers of participating pay television providers (such as Comcast, Verizon FiOS and Time Warner Cable) using an ISP account via an authenticated user login.",When did Disney-ABC Television group implement restrictions on Hulu and WATCH ABC to encourage live viewing?,"{'text': ['January 7, 2014', 'January 7, 2014', 'January 7, 2014'], 'answer_start': [378, 378, 378]}","I will provide a passage and a question to you. The answer should be extracted from the context. You need to return me your answer. The passage is 'The most recent episodes of the network's shows are usually made available on WATCH ABC, Hulu and ABC on Demand the day after their original broadcast. In addition, ABC on Demand (like the video-on-demand television services provided by the other U.S. broadcast networks) disallows fast forwarding of accessed content. Restrictions implemented by Disney–ABC Television Group on January 7, 2014 restrict streaming of the most recent episode of any ABC program on Hulu and WATCH ABC until eight days after their initial broadcast, in order to encourage live or same-week (via both DVR and cable on demand) viewing, with day-after-air streaming on either service limited to subscribers of participating pay television providers (such as Comcast, Verizon FiOS and Time Warner Cable) using an ISP account via an authenticated user login.' and the  question is 'When did Disney-ABC Television group implement restrictions on Hulu and WATCH ABC to encourage live viewing?'. Now, please answer the question. ","Disney-ABC Television group implemented restrictions on Hulu and WATCH ABC to encourage live viewing on January 7, 2014."
56f8ca289b226e1400dd1009,Martin_Luther,"A piece of paper was later found on which Luther had written his last statement. The statement was in Latin, apart from ""We are beggars,"" which was in German.",What portion of Luther's last statement was in German?,"{'text': ['""We are beggars,""', 'We are beggars', 'We are beggars,'], 'answer_start': [120, 121, 121]}","I will provide a passage and a question to you. The answer should be extracted from the context. You need to return me your answer. The passage is 'A piece of paper was later found on which Luther had written his last statement. The statement was in Latin, apart from ""We are beggars,"" which was in German.' and the  question is 'What portion of Luther's last statement was in German?'. Now, please answer the question. ","The portion ""We are beggars"" of Luther's last statement was in German."
572fc5a1947a6a140053cc8b,Scottish_Parliament,"The outcome of most votes can be predicted beforehand since political parties normally instruct members which way to vote. Parties entrust some MSPs, known as whips, with the task of ensuring that party members vote according to the party line. MSPs do not tend to vote against such instructions, since those who do are unlikely to reach higher political ranks in their parties. Errant members can be deselected as official party candidates during future elections, and, in serious cases, may be expelled from their parties outright. Thus, as with many Parliaments, the independence of Members of the Scottish Parliament tends to be low, and backbench rebellions by members who are discontent with their party's policies are rare. In some circumstances, however, parties announce ""free votes"", which allows Members to vote as they please. This is typically done on moral issues.",Who normally instructs members how to vote?,"{'text': ['political parties', 'political parties', 'political parties'], 'answer_start': [60, 60, 60]}","I will provide a passage and a question to you. The answer should be extracted from the context. You need to return me your answer. The passage is 'The outcome of most votes can be predicted beforehand since political parties normally instruct members which way to vote. Parties entrust some MSPs, known as whips, with the task of ensuring that party members vote according to the party line. MSPs do not tend to vote against such instructions, since those who do are unlikely to reach higher political ranks in their parties. Errant members can be deselected as official party candidates during future elections, and, in serious cases, may be expelled from their parties outright. Thus, as with many Parliaments, the independence of Members of the Scottish Parliament tends to be low, and backbench rebellions by members who are discontent with their party's policies are rare. In some circumstances, however, parties announce ""free votes"", which allows Members to vote as they please. This is typically done on moral issues.' and the  question is 'Who normally instructs members how to vote?'. Now, please answer the question. ",Political parties normally instruct members how to vote.
56e1e9dfe3433e14004231fc,Computational_complexity_theory,"The graph isomorphism problem is the computational problem of determining whether two finite graphs are isomorphic. An important unsolved problem in complexity theory is whether the graph isomorphism problem is in P, NP-complete, or NP-intermediate. The answer is not known, but it is believed that the problem is at least not NP-complete. If graph isomorphism is NP-complete, the polynomial time hierarchy collapses to its second level. Since it is widely believed that the polynomial hierarchy does not collapse to any finite level, it is believed that graph isomorphism is not NP-complete. The best algorithm for this problem, due to Laszlo Babai and Eugene Luks has run time 2O(√(n log(n))) for graphs with n vertices.",What is the problem attributed to defining if two finite graphs are isomorphic?,"{'text': ['The graph isomorphism problem', 'graph isomorphism', 'The graph isomorphism problem'], 'answer_start': [0, 4, 0]}","I will provide a passage and a question to you. The answer should be extracted from the context. You need to return me your answer. The passage is 'The graph isomorphism problem is the computational problem of determining whether two finite graphs are isomorphic. An important unsolved problem in complexity theory is whether the graph isomorphism problem is in P, NP-complete, or NP-intermediate. The answer is not known, but it is believed that the problem is at least not NP-complete. If graph isomorphism is NP-complete, the polynomial time hierarchy collapses to its second level. Since it is widely believed that the polynomial hierarchy does not collapse to any finite level, it is believed that graph isomorphism is not NP-complete. The best algorithm for this problem, due to Laszlo Babai and Eugene Luks has run time 2O(√(n log(n))) for graphs with n vertices.' and the  question is 'What is the problem attributed to defining if two finite graphs are isomorphic?'. Now, please answer the question. ",The problem of determining whether two finite graphs are isomorphic is referred to as the graph isomorphism problem.
